# m1_extract v1 — DERIVED DATA (a Modified Version), not an original work.
# Source:  Cremona ecdata, https://github.com/JohnCremona/ecdata
#          release tag 2026-04-22, commit 25cec5ecfec8b9f016eb1631ac633194c2bed39f
# License: Artistic License 2.0 (ecdata's LICENSE) — redistribution of Modified
#          Versions is permitted with this notice retained. (c) J. Cremona and
#          contributors. Raw-slice sha256s pinned in data/cremona/MANIFEST.json.
# Derived by: `at ecdata-extract --lo 2500 --hi 10000` (this repo).
# Contents: one primitive-isogeny-class representative per line — the rows Stage
#          M1 consumes; good-prime a_p is COMPUTED from the model, not stored.
# range 2500 10000
# LABEL N a1 a2 a3 a4 a6 RANK BAD(p:w,...|-)
2597c 2597 1 0 1 -1251 -16075 0 7:-1,53:1
2597d 2597 1 -1 1 15 -122 0 7:-1,53:1
2597e 2597 0 0 1 -1519 22895 0 7:-1,53:1
2598a 2598 1 1 0 -70 -236 1 2:1,3:1,433:1
2598b 2598 1 1 0 -56 144 2 2:1,3:1,433:-1
2598c 2598 1 0 1 4 314 0 2:1,3:-1,433:1
2598d 2598 1 0 1 -99 -386 0 2:1,3:-1,433:1
2598e 2598 1 1 1 -7 -7 0 2:-1,3:1,433:1
2598f 2598 1 0 0 -33 9 1 2:-1,3:-1,433:1
2600a 2600 0 1 0 -508 -4512 1 2:1,5:1,13:1
2600b 2600 0 1 0 -8 -32 1 2:1,5:1,13:1
2600c 2600 0 -1 0 -408 -3188 0 2:1,5:1,13:-1
2600d 2600 0 0 0 -875 -6250 0 2:1,5:-1,13:1
2600e 2600 0 0 0 -2500 42500 0 2:1,5:-1,13:1
2600f 2600 0 -1 0 -33 37 1 2:1,5:-1,13:-1
2600g 2600 0 -1 0 6792 -547588 1 2:1,5:-1,13:-1
2600h 2600 0 1 0 -833 2963 0 2:-1,5:1,13:1
2600i 2600 0 1 0 272 -4272 0 2:-1,5:1,13:1
2600j 2600 0 0 0 -575 5250 1 2:-1,5:1,13:-1
2600k 2600 0 0 0 -100 340 1 2:-1,5:1,13:-1
2600l 2600 0 0 0 -35 -50 0 2:-1,5:-1,13:-1
2600m 2600 0 -1 0 -208 -3588 0 2:-1,5:-1,13:-1
2601a 2601 1 -1 0 -3 -4 1 3:1,17:1
2601b 2601 1 -1 1 -29 136 1 3:1,17:1
2601c 2601 0 0 1 -7803 -298465 1 3:1,17:1
2601d 2601 0 0 1 -867 11054 1 3:1,17:1
2601e 2601 1 -1 0 -921 -23260 0 3:1,17:-1
2601f 2601 1 -1 1 -8291 636310 0 3:1,17:-1
2601g 2601 0 0 1 1734 133879 0 3:-1,17:1
2601h 2601 1 -1 0 -59877 -3934008 0 3:-1,17:1
2601i 2601 1 -1 0 -207 -752 0 3:-1,17:1
2601j 2601 1 -1 0 -1788 -11989 0 3:-1,17:1
2601k 2601 0 0 1 14739 354964 0 3:-1,17:1
2601l 2601 0 0 1 51 72 2 3:-1,17:1
2604a 2604 0 -1 0 -21 -63 0 2:-1,3:1,7:1,31:1
2604b 2604 0 1 0 -33 -84 1 2:-1,3:-1,7:1,31:1
2604c 2604 0 1 0 -22713 -1325016 1 2:-1,3:-1,7:1,31:1
2604d 2604 0 1 0 91 6759 0 2:-1,3:-1,7:1,31:-1
2604e 2604 0 1 0 4319 -143668 0 2:-1,3:-1,7:-1,31:1
2604f 2604 0 1 0 -393 -2448 1 2:-1,3:-1,7:-1,31:-1
2605a 2605 1 1 0 -12 11 1 5:-1,521:-1
2606a 2606 1 0 1 -16 222 0 2:1,1303:-1
2608a 2608 0 -1 0 7 5 1 2:1,163:1
2608b 2608 0 1 0 -40 -108 1 2:1,163:1
2608c 2608 0 -1 0 -96 -256 0 2:-1,163:1
2608d 2608 0 -1 0 -4792 -126096 0 2:-1,163:1
2608e 2608 0 0 0 -1283 17666 1 2:-1,163:-1
2608f 2608 0 0 0 -32 -80 1 2:-1,163:-1
2609a 2609 1 1 0 -1 2 1 2609:1
2610a 2610 1 -1 0 120 -5824 0 2:1,3:1,5:1,29:-1
2610b 2610 1 -1 0 40701 -3188395 0 2:1,3:1,5:-1,29:1
2610c 2610 1 -1 0 -2250 -40460 0 2:1,3:-1,5:1,29:1
2610d 2610 1 -1 0 -45 81 1 2:1,3:-1,5:1,29:-1
2610e 2610 1 -1 0 -40320 691200 1 2:1,3:-1,5:1,29:-1
2610f 2610 1 -1 0 -15840 -748544 1 2:1,3:-1,5:1,29:-1
2610g 2610 1 -1 0 -99 85 1 2:1,3:-1,5:-1,29:1
2610h 2610 1 -1 1 4522 116581 1 2:-1,3:1,5:1,29:-1
2610i 2610 1 -1 1 13 211 1 2:-1,3:1,5:-1,29:1
2610j 2610 1 -1 1 -1013 3341 1 2:-1,3:-1,5:1,29:1
2610k 2610 1 -1 1 -788 -7833 1 2:-1,3:-1,5:1,29:1
2610l 2610 1 -1 1 -518 -1519 0 2:-1,3:-1,5:1,29:-1
2610m 2610 1 -1 1 -25457 -1507039 0 2:-1,3:-1,5:-1,29:1
2610n 2610 1 -1 1 -632 6139 1 2:-1,3:-1,5:-1,29:-1
2611a 2611 0 -1 1 -414 3384 2 7:1,373:-1
2611b 2611 0 -1 1 -15 27 1 7:-1,373:-1
2611c 2611 0 0 1 -55 150 1 7:-1,373:-1
2613a 2613 1 1 1 -27 -66 0 3:1,13:1,67:-1
2613b 2613 1 1 0 7216 87633 0 3:1,13:-1,67:1
2615a 2615 0 -1 1 -151 -943 1 5:1,523:1
2616a 2616 0 -1 0 -27 0 1 2:1,3:1,109:1
2616b 2616 0 1 0 -24 -855 1 2:1,3:-1,109:-1
2616c 2616 0 1 0 -48 117 1 2:-1,3:-1,109:1
2616d 2616 0 1 0 -279 -1134 0 2:-1,3:-1,109:-1
2618a 2618 1 -1 0 -18139238 -29788828748 1 2:1,7:1,11:1,17:1
2618b 2618 1 -1 0 7 -3 1 2:1,7:1,11:-1,17:-1
2618c 2618 1 1 0 18590 -26250636 1 2:1,7:-1,11:1,17:-1
2618d 2618 1 -1 1 -4699 702427 0 2:-1,7:1,11:1,17:1
2619a 2619 0 0 1 54 128 1 3:1,97:1
2619b 2619 0 0 1 6 -5 1 3:1,97:1
2619c 2619 1 -1 0 -123 -532 0 3:1,97:-1
2619d 2619 1 -1 1 -14 24 2 3:1,97:-1
2620a 2620 0 0 0 -113 -463 0 2:-1,5:1,131:1
2620b 2620 0 -1 0 19 25 2 2:-1,5:1,131:1
2620c 2620 0 1 0 10 25 1 2:-1,5:-1,131:1
2620d 2620 0 1 0 -125 -625 0 2:-1,5:-1,131:-1
2620e 2620 0 1 0 -1605 -25897 0 2:-1,5:-1,131:-1
2620f 2620 0 1 0 -45 88 0 2:-1,5:-1,131:-1
2622a 2622 1 1 1 -2337 107199 0 2:-1,3:1,19:1,23:1
2622b 2622 1 1 1 -18259 972497 1 2:-1,3:1,19:1,23:-1
2622c 2622 1 1 1 -12 -27 0 2:-1,3:1,19:-1,23:-1
2622d 2622 1 1 1 11 2135 0 2:-1,3:1,19:-1,23:-1
2622e 2622 1 0 0 -19 -2527 0 2:-1,3:-1,19:-1,23:1
2623a 2623 1 0 1 -144 1175 2 43:1,61:-1
2624a 2624 0 0 0 -44 -80 1 2:1,41:1
2624b 2624 0 -1 0 -97 225 1 2:1,41:1
2624c 2624 0 1 0 -49 111 2 2:1,41:-1
2624d 2624 0 0 0 -44 80 0 2:-1,41:1
2624e 2624 0 -1 0 -57 185 0 2:-1,41:1
2624f 2624 0 1 0 -57 -185 0 2:-1,41:1
2624g 2624 0 1 0 -97 -225 0 2:-1,41:1
2624h 2624 0 -1 0 -49 -111 1 2:-1,41:-1
2626a 2626 1 1 0 -618 5716 1 2:1,13:1,101:1
2626b 2626 1 1 0 -2 -10 1 2:1,13:1,101:1
2626c 2626 1 0 1 624 -130 0 2:1,13:-1,101:1
2626d 2626 1 0 0 -2492 -48112 0 2:-1,13:1,101:1
2626e 2626 1 1 1 -22 19 0 2:-1,13:1,101:1
2626f 2626 1 0 0 -19546 1059564 0 2:-1,13:1,101:1
2627a 2627 1 1 0 -185 3436 0 37:1,71:-1
2627b 2627 1 -1 0 -25 188 0 37:1,71:-1
2628a 2628 0 0 0 -552 -5708 1 2:-1,3:-1,73:1
2628b 2628 0 0 0 -439968 -112325884 0 2:-1,3:-1,73:-1
2629a 2629 1 0 1 -4 3 1 11:-1,239:-1
2630a 2630 1 -1 0 25 125 1 2:1,5:1,263:1
2630b 2630 1 1 0 -628 -6832 1 2:1,5:1,263:1
2630c 2630 1 0 1 2 -2 1 2:1,5:-1,263:-1
2630d 2630 1 1 0 48 -584 1 2:1,5:-1,263:-1
2631a 2631 1 1 0 -1 -8 1 3:1,877:1
2631b 2631 1 1 0 -18 -81 0 3:1,877:-1
2632a 2632 0 -1 0 -112 -420 1 2:1,7:1,47:1
2632b 2632 0 0 0 -115 702 0 2:-1,7:1,47:1
2632c 2632 0 -1 0 0 28 1 2:-1,7:1,47:-1
2632d 2632 0 1 0 -960 11216 1 2:-1,7:-1,47:1
2634a 2634 1 1 0 4358 -717932 1 2:1,3:1,439:1
2634b 2634 1 1 1 -45 99 1 2:-1,3:1,439:-1
2634c 2634 1 0 0 78 36 1 2:-1,3:-1,439:1
2635a 2635 1 0 0 -901 -10370 0 5:1,17:-1,31:1
2635b 2635 1 1 0 -3 -2 1 5:1,17:-1,31:-1
2635c 2635 1 1 0 -7403 252908 1 5:1,17:-1,31:-1
2635d 2635 1 0 0 5 12 1 5:-1,17:-1,31:1
2636a 2636 0 1 0 -772 8004 0 2:-1,659:1
2638a 2638 1 0 1 -6 0 1 2:1,1319:1
2638b 2638 1 -1 0 17 45 0 2:1,1319:-1
2638c 2638 1 -1 0 -190 -962 0 2:1,1319:-1
2639a 2639 0 0 1 -55 157 0 7:-1,13:-1,29:-1
2640a 2640 0 -1 0 309 -2034 1 2:1,3:1,5:1,11:1
2640b 2640 0 -1 0 -371 2970 1 2:1,3:1,5:1,11:1
2640c 2640 0 -1 0 -8931 -319050 0 2:1,3:1,5:1,11:-1
2640d 2640 0 -1 0 -131 -534 0 2:1,3:1,5:1,11:-1
2640e 2640 0 -1 0 -3415 -75650 0 2:1,3:1,5:-1,11:1
2640f 2640 0 -1 0 65 142 1 2:1,3:1,5:-1,11:-1
2640g 2640 0 1 0 -11 -36 0 2:1,3:-1,5:1,11:1
2640h 2640 0 1 0 -10931 436260 1 2:1,3:-1,5:1,11:-1
2640i 2640 0 1 0 -11 0 1 2:1,3:-1,5:1,11:-1
2640j 2640 0 1 0 -276 -1860 1 2:1,3:-1,5:1,11:-1
2640k 2640 0 1 0 -55 140 1 2:1,3:-1,5:-1,11:1
2640l 2640 0 1 0 -55 8 1 2:1,3:-1,5:-1,11:1
2640m 2640 0 1 0 -175 -1552 0 2:1,3:-1,5:-1,11:-1
2640n 2640 0 1 0 25 0 0 2:1,3:-1,5:-1,11:-1
2640o 2640 0 -1 0 219 4500 0 2:-1,3:1,5:1,11:1
2640p 2640 0 -1 0 -41 -120 1 2:-1,3:1,5:1,11:-1
2640q 2640 0 -1 0 80 -1088 0 2:-1,3:1,5:-1,11:-1
2640r 2640 0 1 0 -22296 1274004 1 2:-1,3:-1,5:1,11:1
2640s 2640 0 1 0 -1 -10 1 2:-1,3:-1,5:1,11:1
2640t 2640 0 1 0 -21 54 0 2:-1,3:-1,5:1,11:-1
2640u 2640 0 1 0 -644256 -188268300 0 2:-1,3:-1,5:1,11:-1
2640v 2640 0 1 0 4080 -8172 0 2:-1,3:-1,5:-1,11:1
2640w 2640 0 1 0 -360 2100 0 2:-1,3:-1,5:-1,11:1
2642a 2642 1 -1 1 -43 -97 1 2:-1,1321:-1
2645a 2645 0 1 1 -8111 772041 0 5:1,23:-1
2645b 2645 0 1 1 -15 -69 1 5:-1,23:-1
2645c 2645 0 0 1 3703 130795 1 5:-1,23:-1
2646a 2646 1 -1 0 -177 -883 0 2:1,3:1,7:-1
2646b 2646 1 -1 0 -2634 -51724 0 2:1,3:1,7:-1
2646ba 2646 1 -1 1 -393014 96173893 0 2:-1,3:-1,7:-1
2646bb 2646 1 -1 1 64 123 0 2:-1,3:-1,7:-1
2646bc 2646 1 -1 1 1 -3 0 2:-1,3:-1,7:-1
2646bd 2646 1 -1 1 194398 -13576895 0 2:-1,3:-1,7:-1
2646c 2646 1 -1 0 -17943 1181501 0 2:1,3:1,7:-1
2646d 2646 1 -1 0 -43668 -3547440 0 2:1,3:1,7:-1
2646e 2646 1 -1 0 12 62 0 2:1,3:1,7:-1
2646f 2646 1 -1 0 -6918 -219752 0 2:1,3:1,7:-1
2646g 2646 1 -1 0 -156 -722 0 2:1,3:1,7:-1
2646h 2646 1 -1 0 21600 495648 0 2:1,3:1,7:-1
2646i 2646 1 -1 0 -8682 320228 0 2:1,3:-1,7:1
2646j 2646 1 -1 0 -891 10597 0 2:1,3:-1,7:1
2646k 2646 1 -1 0 579 -22429 0 2:1,3:-1,7:1
2646l 2646 1 -1 0 -597 -7043 1 2:1,3:-1,7:-1
2646m 2646 1 -1 0 -9 -1359 1 2:1,3:-1,7:-1
2646n 2646 1 -1 0 -129075 17999477 1 2:1,3:-1,7:-1
2646o 2646 1 -1 0 -366 -3340 1 2:1,3:-1,7:-1
2646p 2646 1 -1 1 -8021 -278099 0 2:-1,3:1,7:1
2646q 2646 1 -1 1 64 809 0 2:-1,3:1,7:1
2646r 2646 1 -1 1 505 -2817 1 2:-1,3:1,7:-1
2646s 2646 1 -1 1 -20 39 1 2:-1,3:1,7:-1
2646t 2646 1 -1 1 -293 2013 1 2:-1,3:1,7:-1
2646u 2646 1 -1 1 -41 137 1 2:-1,3:1,7:-1
2646v 2646 1 -1 1 -524 13647 1 2:-1,3:1,7:-1
2646w 2646 1 -1 1 -965 -11539 1 2:-1,3:-1,7:1
2646x 2646 1 -1 1 -14342 -661867 0 2:-1,3:-1,7:-1
2646y 2646 1 -1 1 -83 36775 0 2:-1,3:-1,7:-1
2646z 2646 1 -1 1 -1994 -43095 0 2:-1,3:-1,7:-1
2648a 2648 0 0 0 1 -14 1 2:1,331:1
2648b 2648 0 1 0 -7 6 2 2:1,331:-1
2650a 2650 1 0 1 224 1198 1 2:1,5:1,53:1
2650b 2650 1 1 0 -7075 -293875 0 2:1,5:1,53:-1
2650c 2650 1 1 0 25 125 0 2:1,5:1,53:-1
2650d 2650 1 1 0 50 -100 1 2:1,5:-1,53:-1
2650e 2650 1 -1 0 -21892 1252816 1 2:1,5:-1,53:-1
2650f 2650 1 -1 1 -105 -103 0 2:-1,5:1,53:1
2650g 2650 1 0 0 1237 -14983 0 2:-1,5:1,53:1
2650h 2650 1 1 1 -338 -23469 0 2:-1,5:1,53:1
2650i 2650 1 0 0 -688 -7008 0 2:-1,5:1,53:1
2650j 2650 1 -1 1 30645 3853147 0 2:-1,5:1,53:1
2650k 2650 1 -1 1 -547305 156054697 0 2:-1,5:1,53:1
2650l 2650 1 0 0 -188 992 1 2:-1,5:1,53:-1
2651a 2651 0 -1 1 3 -3 1 11:1,241:1
2651b 2651 1 -1 1 -4 -8 1 11:-1,241:-1
2651c 2651 0 -1 1 -670 6910 1 11:-1,241:-1
2652a 2652 0 -1 0 -1009 9190 0 2:-1,3:1,13:1,17:1
2652b 2652 0 -1 0 -157 742 1 2:-1,3:1,13:1,17:-1
2652c 2652 0 -1 0 -33 -54 1 2:-1,3:1,13:-1,17:1
2652d 2652 0 1 0 -1249 16580 1 2:-1,3:-1,13:1,17:1
2652e 2652 0 1 0 -749 7632 0 2:-1,3:-1,13:1,17:-1
2652f 2652 0 1 0 -3153 67104 0 2:-1,3:-1,13:-1,17:1
2652g 2652 0 1 0 -293 1740 1 2:-1,3:-1,13:-1,17:-1
2654a 2654 1 0 0 -5 -7 0 2:-1,1327:1
2655a 2655 0 0 1 -228 -1321 1 3:1,5:1,59:1
2655b 2655 0 0 1 -78 78 0 3:1,5:1,59:-1
2655c 2655 0 0 1 -402 3102 0 3:1,5:-1,59:1
2655d 2655 0 0 1 -2052 35660 1 3:1,5:-1,59:-1
2655e 2655 1 -1 1 -833 9456 0 3:-1,5:1,59:1
2655f 2655 0 0 1 -48 54 1 3:-1,5:1,59:-1
2655g 2655 0 0 1 -2523 -47997 1 3:-1,5:1,59:-1
2655h 2655 0 0 1 -1137 -14720 1 3:-1,5:-1,59:1
2656a 2656 0 1 0 2 4 1 2:1,83:1
2656b 2656 0 -1 0 -42 -92 0 2:-1,83:1
2656c 2656 0 0 0 -61 344 0 2:-1,83:1
2656d 2656 0 1 0 -42 92 1 2:-1,83:-1
2656e 2656 0 -1 0 2 -4 1 2:-1,83:-1
2656f 2656 0 0 0 -61 -344 1 2:-1,83:-1
2658a 2658 1 1 0 -4 -8 0 2:1,3:1,443:-1
2658b 2658 1 1 0 159 -171 0 2:1,3:1,443:-1
2658c 2658 1 1 0 -16 16 2 2:1,3:1,443:-1
2658d 2658 1 0 1 -247 -1510 0 2:1,3:-1,443:1
2658e 2658 1 1 1 -365 2531 1 2:-1,3:1,443:-1
2658f 2658 1 0 0 -639 5913 1 2:-1,3:-1,443:1
2658g 2658 1 0 0 -29 -63 0 2:-1,3:-1,443:-1
2660a 2660 0 0 0 10817 -32618 1 2:-1,5:1,7:1,19:-1
2660b 2660 0 1 0 -3276 -73276 1 2:-1,5:1,7:-1,19:1
2660c 2660 0 -1 0 -141 -839 1 2:-1,5:1,7:-1,19:1
2660d 2660 0 1 0 -1940 32948 1 2:-1,5:-1,7:1,19:1
2660e 2660 0 1 0 2275 -1350625 1 2:-1,5:-1,7:1,19:1
2660f 2660 0 1 0 -5 28 1 2:-1,5:-1,7:1,19:1
2660g 2660 0 1 0 20 100 1 2:-1,5:-1,7:-1,19:-1
2660h 2660 0 1 0 -285 1900 1 2:-1,5:-1,7:-1,19:-1
2661a 2661 1 1 0 10 -33 0 3:1,887:-1
2664a 2664 0 0 0 189 1566 1 2:1,3:1,37:1
2664b 2664 0 0 0 -30 1001 1 2:1,3:-1,37:-1
2664c 2664 0 0 0 -300 -1996 1 2:1,3:-1,37:-1
2664d 2664 0 0 0 -102 385 1 2:1,3:-1,37:-1
2664e 2664 0 0 0 21 -58 0 2:-1,3:1,37:1
2664f 2664 0 0 0 -84 -268 1 2:-1,3:-1,37:1
2664g 2664 0 0 0 -354 133 0 2:-1,3:-1,37:-1
2664h 2664 0 0 0 -1803 29990 0 2:-1,3:-1,37:-1
2665a 2665 1 -1 0 -55 -144 0 5:1,13:1,41:-1
2665b 2665 1 1 1 -90221 10393018 0 5:1,13:1,41:-1
2665c 2665 1 0 0 -242451 -45969944 0 5:1,13:1,41:-1
2665d 2665 1 1 1 -136 558 1 5:1,13:-1,41:-1
2665e 2665 1 0 0 -136 591 1 5:1,13:-1,41:-1
2666a 2666 1 0 1 -4 0 2 2:1,31:-1,43:1
2666b 2666 1 -1 0 -24134 773172 1 2:1,31:-1,43:-1
2666c 2666 1 -1 1 -3127 67727 1 2:-1,31:1,43:-1
2666d 2666 1 -1 1 -208 1203 1 2:-1,31:-1,43:1
2666e 2666 1 0 0 -387 2881 2 2:-1,31:-1,43:-1
2667a 2667 1 1 1 64 416 0 3:1,7:1,127:-1
2667b 2667 0 1 1 -3654 -86245 0 3:-1,7:1,127:1
2667c 2667 0 1 1 2 -2 1 3:-1,7:1,127:-1
2667d 2667 1 0 0 22 339 1 3:-1,7:-1,127:1
2667e 2667 0 1 1 -189 -331 0 3:-1,7:-1,127:-1
2668a 2668 0 1 0 -17 -20 0 2:-1,23:-1,29:-1
2670a 2670 1 1 0 -143 597 1 2:1,3:1,5:1,89:1
2670b 2670 1 0 1 -985354 376392956 0 2:1,3:-1,5:1,89:1
2670c 2670 1 1 1 -15005 492275 1 2:-1,3:1,5:-1,89:1
2670d 2670 1 1 1 -850 -9265 0 2:-1,3:1,5:-1,89:-1
2670e 2670 1 0 0 -1685 -23775 0 2:-1,3:-1,5:-1,89:1
2670f 2670 1 0 0 -1885 24497 1 2:-1,3:-1,5:-1,89:-1
2672a 2672 0 0 0 -11 58 1 2:-1,167:-1
2674a 2674 1 1 0 4 4 2 2:1,7:1,191:-1
2674b 2674 1 1 0 -2758 -55020 0 2:1,7:1,191:-1
2674c 2674 1 -1 0 -43 709 2 2:1,7:-1,191:1
2674d 2674 1 1 0 -30 -76 1 2:1,7:-1,191:-1
2674e 2674 1 0 0 4812 -393100 1 2:-1,7:1,191:-1
2674f 2674 1 -1 1 24 -2389 1 2:-1,7:-1,191:1
2674g 2674 1 1 1 -125 531 1 2:-1,7:-1,191:1
2675a 2675 0 1 1 -208 1869 1 5:1,107:1
2675b 2675 0 -1 1 -8 18 1 5:-1,107:-1
2676a 2676 0 -1 0 20 -56 1 2:-1,3:1,223:-1
2677a 2677 1 1 1 -4 0 2 2677:-1
2678a 2678 1 1 0 -2882796 -1879512496 0 2:1,13:1,103:-1
2678b 2678 1 0 1 -107 414 2 2:1,13:1,103:-1
2678c 2678 1 -1 0 26 -4 0 2:1,13:-1,103:1
2678d 2678 1 1 0 -6 -8 1 2:1,13:-1,103:-1
2678e 2678 1 1 0 -3509 85549 1 2:1,13:-1,103:-1
2678f 2678 1 1 0 -461480 -120858304 1 2:1,13:-1,103:-1
2678g 2678 1 1 0 -25 39 1 2:1,13:-1,103:-1
2678h 2678 1 0 1 -31246 2123232 1 2:1,13:-1,103:-1
2678i 2678 1 0 0 -35 1 2 2:-1,13:1,103:1
2678j 2678 1 -1 1 -153 73 0 2:-1,13:1,103:1
2678k 2678 1 0 0 -85 -287 1 2:-1,13:1,103:-1
2678l 2678 1 -1 1 -241 1225 1 2:-1,13:-1,103:1
2678m 2678 1 0 0 -6186 -187228 1 2:-1,13:-1,103:1
2678n 2678 1 0 0 -102 388 1 2:-1,13:-1,103:1
2679a 2679 0 -1 1 -1256 17558 1 3:1,19:1,47:1
2679b 2679 0 -1 1 -132 332 2 3:1,19:1,47:-1
2679c 2679 0 -1 1 -1082 -6685 1 3:1,19:-1,47:-1
2679d 2679 0 1 1 -35 62 1 3:-1,19:1,47:-1
2680a 2680 0 0 0 -66227 6620654 1 2:1,5:-1,67:-1
2680b 2680 0 0 0 -7 19 1 2:1,5:-1,67:-1
2680c 2680 0 0 0 -4028 -100348 0 2:-1,5:1,67:1
2680d 2680 0 -1 0 4 1 1 2:-1,5:1,67:-1
2680e 2680 0 -1 0 -1456 21900 1 2:-1,5:1,67:-1
2680f 2680 0 1 0 -80 -547 1 2:-1,5:-1,67:1
2680g 2680 0 1 0 55 43 1 2:-1,5:-1,67:1
2681a 2681 1 -1 1 3 -2 0 7:-1,383:1
2682a 2682 1 -1 0 -285 -1531 1 2:1,3:1,149:1
2682b 2682 1 -1 0 -9979269 12136277717 0 2:1,3:1,149:-1
2682c 2682 1 -1 0 12 656 0 2:1,3:1,149:-1
2682d 2682 1 -1 0 -45291 3721221 0 2:1,3:1,149:-1
2682e 2682 1 -1 0 -342 413428 0 2:1,3:-1,149:1
2682f 2682 1 -1 0 -171 -891 0 2:1,3:-1,149:1
2682g 2682 1 -1 0 -378 -2732 0 2:1,3:-1,149:1
2682h 2682 1 -1 0 -2223 -21843 1 2:1,3:-1,149:-1
2682i 2682 1 -1 1 -1108808 -449122165 0 2:-1,3:1,149:1
2682j 2682 1 -1 1 1 -25 0 2:-1,3:1,149:1
2682k 2682 1 -1 1 -8261 61373 0 2:-1,3:1,149:1
2682l 2682 1 -1 1 -32 67 1 2:-1,3:1,149:-1
2682m 2682 1 -1 1 -113 425 1 2:-1,3:-1,149:1
2682n 2682 1 -1 1 -167675 -26385429 0 2:-1,3:-1,149:-1
2682o 2682 1 -1 1 -536 4893 0 2:-1,3:-1,149:-1
2682p 2682 1 -1 1 -3659 7229 0 2:-1,3:-1,149:-1
2682q 2682 1 -1 1 7 19 0 2:-1,3:-1,149:-1
2684a 2684 0 0 0 -1 5 0 2:-1,11:1,61:1
2684b 2684 0 -1 0 -34 89 1 2:-1,11:1,61:-1
2685a 2685 0 -1 1 -10 6 1 3:1,5:-1,179:-1
2685b 2685 0 1 1 -6239896 5976799861 0 3:-1,5:1,179:1
2685c 2685 0 1 1 -136 46 1 3:-1,5:1,179:-1
2686a 2686 1 1 1 -207 -15019 0 2:-1,17:1,79:1
2686b 2686 1 -1 1 5355 -195091 1 2:-1,17:1,79:-1
2686c 2686 1 0 0 -89132 10215824 1 2:-1,17:1,79:-1
2686d 2686 1 1 1 -2893 -51773 1 2:-1,17:1,79:-1
2686e 2686 1 0 0 -85 289 1 2:-1,17:-1,79:1
2688a 2688 0 -1 0 -138 -234 1 2:1,3:1,7:1
2688b 2688 0 -1 0 -218 1314 1 2:1,3:1,7:1
2688c 2688 0 -1 0 -7 7 1 2:1,3:1,7:1
2688d 2688 0 -1 0 -63 -81 0 2:1,3:1,7:-1
2688e 2688 0 -1 0 -23098 -1122170 0 2:1,3:1,7:-1
2688f 2688 0 -1 0 -26 -42 0 2:1,3:1,7:-1
2688g 2688 0 1 0 -463 -3991 0 2:1,3:-1,7:1
2688h 2688 0 1 0 -23098 1122170 0 2:1,3:-1,7:1
2688i 2688 0 1 0 -26 42 0 2:1,3:-1,7:1
2688j 2688 0 1 0 -138 234 1 2:1,3:-1,7:-1
2688k 2688 0 1 0 -218 -1314 1 2:1,3:-1,7:-1
2688l 2688 0 1 0 -26783 1545945 1 2:1,3:-1,7:-1
2688m 2688 0 1 0 -439 3377 1 2:1,3:-1,7:-1
2688n 2688 0 1 0 -15 9 1 2:1,3:-1,7:-1
2688o 2688 0 -1 0 -26783 -1545945 0 2:-1,3:1,7:1
2688p 2688 0 -1 0 -439 -3377 0 2:-1,3:1,7:1
2688q 2688 0 -1 0 -15 -9 2 2:-1,3:1,7:1
2688r 2688 0 -1 0 -463 3991 1 2:-1,3:1,7:-1
2688s 2688 0 -1 0 -42 990 1 2:-1,3:1,7:-1
2688t 2688 0 -1 0 6 -6 1 2:-1,3:1,7:-1
2688u 2688 0 1 0 -63 81 1 2:-1,3:-1,7:1
2688v 2688 0 1 0 -42 -990 1 2:-1,3:-1,7:1
2688w 2688 0 1 0 6 6 1 2:-1,3:-1,7:1
2688x 2688 0 1 0 -7 -7 0 2:-1,3:-1,7:-1
2690a 2690 1 -1 0 -25 55 1 2:1,5:1,269:1
2690b 2690 1 0 1 222 -12 1 2:1,5:-1,269:-1
2690c 2690 1 0 0 5 25 1 2:-1,5:-1,269:1
2690d 2690 1 -1 1 -27 59 0 2:-1,5:-1,269:-1
2691a 2691 1 -1 0 -177 -856 0 3:1,13:-1,23:1
2691b 2691 1 -1 1 -20 38 1 3:1,13:-1,23:-1
2691c 2691 1 -1 0 -171 904 1 3:-1,13:-1,23:1
2691d 2691 1 -1 0 -468 -4901 0 3:-1,13:-1,23:-1
2691e 2691 1 -1 0 -176418 -28874961 0 3:-1,13:-1,23:-1
2691f 2691 1 -1 0 0 243 0 3:-1,13:-1,23:-1
2691g 2691 1 -1 1 1177960 1612589114 0 3:-1,13:-1,23:-1
2691h 2691 1 -1 1 -878 -150996 0 3:-1,13:-1,23:-1
2694a 2694 1 1 0 -2663048 1671637824 1 2:1,3:1,449:1
2694b 2694 1 1 0 33 45 1 2:1,3:1,449:1
2694c 2694 1 0 1 -21 -38 0 2:1,3:-1,449:1
2694d 2694 1 0 1 -6137 -176740 0 2:1,3:-1,449:1
2694e 2694 1 0 1 22 20 1 2:1,3:-1,449:-1
2694f 2694 1 1 1 -36 165 1 2:-1,3:1,449:-1
2694g 2694 1 1 1 1466 2627 1 2:-1,3:1,449:-1
2694h 2694 1 0 0 -43 113 1 2:-1,3:-1,449:1
2694i 2694 1 0 0 -12937 -639631 1 2:-1,3:-1,449:1
2695a 2695 1 -1 0 40 -85 0 5:1,7:-1,11:1
2695b 2695 1 1 1 -1 -2402 0 5:1,7:-1,11:1
